Rider ID,Age 0ya,UCI Team 0ya,Price 0ya,Score 0ya,Observation Year,Rider Name,Country,Age 1ya,UCI Team 1ya,Price 1ya,Score 1ya,Age 2ya,UCI Team 2ya,Price 2ya,Score 2ya,Age 3ya,UCI Team 3ya,Price 3ya,Score 3ya,Age 4ya,UCI Team 4ya,Price 4ya,Score 4ya,Age 5ya,UCI Team 5ya,Price 5ya,Score 5ya,Age 6ya,UCI Team 6ya,Price 6ya,Score 6ya,Age 7ya,UCI Team 7ya,Price 7ya,Score 7ya,Age 8ya,UCI Team 8ya,Price 8ya,Score 8ya
1478,24.0,BPK,16.0,1608.0,2013,Alena Amialyusik,BLR,23.0,BPK,1.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,29.0,MCG,12.0,0.0,2013,Monia Baccaille,ITA,28.0,MCG,14.0,1241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,33.0,RVL,12.0,365.0,2013,Olga Zabelinskaya,RUS,32.0,RUS,6.0,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,28.0,RBW,12.0,562.0,2013,Megan Guarnier,USA,27.0,TIB,4.0,1127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,23.0,HPU,12.0,1051.0,2013,Chloe Hosking,AUS,22.0,SLU,8.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,28.0,RBW,10.0,502.0,2013,Iris Slappendel,NED,27.0,RBW,6.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,39.0,LBL,12.0,12.0,2013,Sharon Laws,GBR,38.0,LNL,4.0,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,21.0,RBW,14.0,600.0,2013,Pauline Ferrand-Prevot,FRA,20.0,RBW,6.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,39.0,RVL,10.0,200.0,2013,Hanka Kupfernagel,GER,38.0,RUS,2.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,33.0,GEW,10.0,980.0,2013,Loes Gunnewijk,NED,32.0,GEW,6.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,26.0,OPW,10.0,815.0,2013,Joelle Numainville,CAN,25.0,OPK,8.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,33.0,SLU,10.0,1276.0,2013,Carmen Small,USA,32.0,OPK,1.0,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,28.0,LBL,12.0,1340.0,2013,Ashleigh Moolman,RSA,27.0,LBL,8.0,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,25.0,GEW,12.0,1110.0,2013,Tiffany Cromwell,AUS,24.0,GEW,4.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,24.0,RBW,12.0,1270.0,2013,Lucinda Brand,NED,23.0,LNL,6.0,785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,32.0,BPK,10.0,243.0,2013,Noemi Cantele,ITA,31.0,BPK,12.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,22.0,GEW,8.0,140.0,2013,Melissa Hoskins,AUS,21.0,GEW,2.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,32.0,WHT,8.0,80.0,2013,Rochelle Gilmore,AUS,31.0,FHT,8.0,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,24.0,FUT,6.0,407.0,2013,Audrey Cordon-Ragot,FRA,23.0,FUT,1.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,26.0,VAI,10.0,0.0,2013,Alona Andruk,UKR,25.0,DPZ,4.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,22.0,RVL,6.0,0.0,2013,Larisa Pankova,RUS,21.0,XYZ,2.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,29.0,MCG,6.0,45.0,2013,Malgorzata Jasinska,POL,28.0,MCG,2.0,657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,26.0,SLT,6.0,1070.0,2013,Christine Majerus,LUX,25.0,GSD,12.0,645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,26.0,GEW,10.0,1395.0,2013,Shara Marche (Gillow),AUS,25.0,GEW,12.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,22.0,BRE,6.0,66.0,2013,Aude Biannic,FRA,21.0,BRE,4.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,21.0,FLF,6.0,300.0,2013,Elena Cecchini,ITA,20.0,MCG,2.0,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,35.0,DLT,14.0,155.0,2013,Martine Bras,NED,34.0,DLT,18.0,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,36.0,MIC,8.0,0.0,2013,Grete Treier,EST,35.0,MIC,6.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,30.0,SKI,6.0,315.0,2013,Charlotte Becker,GER,29.0,SLU,8.0,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,29.0,MCG,10.0,1547.0,2013,Tatiana Guderzo,ITA,28.0,MCG,10.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,20.0,HPU,6.0,1454.0,2013,Rossella Ratto,ITA,19.0,GCV,1.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,23.0,DLT,4.0,295.0,2013,Jessie Daams,BEL,22.0,LNL,1.0,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,39.0,XYZ,4.0,0.0,2013,Wendy Houvenaghel,GBR,38.0,XYZ,2.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,31.0,MCG,12.0,1573.0,2013,Tatiana Antoshina,RUS,30.0,RBW,18.0,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,22.0,SKI,6.0,863.0,2013,Amy Pieters,NED,21.0,SKI,6.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,24.0,MCG,4.0,405.0,2013,Marta Tagliaferro,ITA,23.0,MCG,1.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,25.0,DLT,4.0,60.0,2013,Romy Kasper,GER,24.0,RUS,2.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,31.0,HPU,6.0,0.0,2013,Rachel Neylan,AUS,30.0,NXX,1.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,23.0,OPW,4.0,30.0,2013,Leah Kirchman,CAN,22.0,OPK,2.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,28.0,TIB,6.0,1160.0,2013,Claudia Lichtenberg-Häusler,GER,27.0,GEW,8.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,34.0,NOW,4.0,495.0,2013,Alison Powers,USA,33.0,NOW,1.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,26.0,SLT,4.0,380.0,2013,Sofie De Vuyst,BEL,25.0,LBL,4.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,26.0,FUT,4.0,220.0,2013,Pascale Jeuland,FRA,25.0,FUT,2.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,24.0,TIB,8.0,487.0,2013,Chantal van den Broek-Blaak,NED,23.0,LNL,10.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,39.0,FLF,6.0,246.0,2013,Fabiana Luperini,ITA,38.0,FHT,2.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,24.0,PZC,4.0,30.0,2013,Giada Borgato,ITA,23.0,DPZ,2.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,25.0,RVL,4.0,385.0,2013,Alexandra Burchenkova,RUS,24.0,MIC,6.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,32.0,TPO,4.0,35.0,2013,Mascha Pijnenborg,NED,31.0,DLT,2.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,26.0,FLF,4.0,416.0,2013,Marta Bastianelli,ITA,25.0,MCG,2.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,25.0,FUT,6.0,505.0,2013,Karol-Ann Canuel,CAN,24.0,FUT,4.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,27.0,PZC,6.0,195.0,2013,Inga Cilvinaite,LTU,26.0,DPZ,1.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,30.0,TPO,4.0,0.0,2013,Lise Olivier,RSA,29.0,LBL,1.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,28.0,CZT,4.0,0.0,2013,Carla Ryan,AUS,27.0,LNL,2.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,25.0,BPK,4.0,78.0,2013,Simona Frapporti,ITA,24.0,BPK,1.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,21.0,XYZ,2.0,786.0,2013,Amy Cure,AUS,20.0,XYZ,1.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,30.0,FLF,2.0,126.0,2013,Patricia Schwager,SUI,29.0,GSD,1.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,23.0,SLT,2.0,0.0,2013,Evelyn Arys,BEL,22.0,KLT,2.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,26.0,HPU,2.0,0.0,2013,Lise Nöstvold,NOR,25.0,HPU,2.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,31.0,XYZ,2.0,255.0,2013,Martina Ritter,AUT,30.0,XYZ,1.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,21.0,TPO,2.0,0.0,2013,Laura van der Kamp,NED,20.0,DLT,1.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,30.0,XYZ,2.0,470.0,2013,Natalia Boyarskaya,RUS,29.0,RUS,6.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,26.0,BPD,2.0,175.0,2013,Anna Sanchis Chafer,ESP,25.0,BPD,1.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,31.0,EXG,8.0,115.0,2013,Kristin McGrath,USA,30.0,EXG,2.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,22.0,HPU,4.0,10.0,2013,Emilie Moberg,NOR,21.0,HPU,2.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,26.0,GEW,4.0,665.0,2013,Amanda Spratt,AUS,25.0,GEW,4.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,24.0,SLT,2.0,525.0,2013,Maaike Polspoel,BEL,23.0,VLL,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,34.0,BCT,2.0,180.0,2013,Andrea Graus,AUT,33.0,FUT,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,35.0,XYZ,2.0,0.0,2013,Theresa Cliff-Ryan,USA,34.0,EXG,4.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,46.0,MIC,4.0,156.0,2013,Edwige Pitel,FRA,45.0,FUT,2.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,23.0,WHT,2.0,250.0,2013,Emily Collins,NZL,22.0,VDK,1.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,28.0,SKI,2.0,108.0,2013,Janneke Kanis,NED,27.0,SKI,1.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,24.0,VLL,2.0,250.0,2013,Kelly Druyts,BEL,23.0,VLL,1.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,25.0,GEW,4.0,90.0,2013,Gracie Elvin,AUS,24.0,FHT,1.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,34.0,FLF,4.0,171.0,2013,Christel Ferrier-Bruneau,FRA,33.0,HPU,6.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,31.0,XYZ,2.0,215.0,2013,Taryn Heather,AUS,30.0,AIS,1.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,23.0,DLT,2.0,40.0,2013,Lucy Martin,GBR,22.0,LNL,1.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,35.0,OPW,2.0,220.0,2013,Jade Wilcoxson,USA,34.0,OPK,1.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,34.0,OPW,2.0,260.0,2013,Lauren Hall,USA,33.0,TIB,1.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,25.0,DLT,2.0,70.0,2013,Nina Kessler,NED,24.0,DLT,1.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,22.0,LBL,2.0,80.0,2013,Kaat Hannes,BEL,21.0,LBL,1.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,33.0,FCL,2.0,0.0,2013,Luisa Tamanini,ITA,32.0,FHT,1.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,27.0,TIB,4.0,55.0,2013,Amanda Miller,USA,26.0,TIB,4.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,24.0,SLU,2.0,88.0,2013,Tayler Wiles,USA,23.0,EXG,1.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,24.0,AGG,2.0,20.0,2013,Isabelle Söderberg,SWE,23.0,LNL,4.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,25.0,SLU,2.0,90.0,2013,Lauren Rowney,AUS,24.0,SLU,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,24.0,XYZ,1.0,0.0,2013,Cherise Taylor,RSA,23.0,LBL,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,48.0,XYZ,2.0,0.0,2013,Julia Shaw,GBR,47.0,XYZ,1.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,30.0,SLT,2.0,520.0,2013,Vera Koedooder,NED,29.0,SLT,2.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,25.0,SLU,2.0,1642.0,2013,Lisa Brennauer,GER,24.0,SLU,2.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,32.0,XYZ,2.0,292.0,2013,Paulina Brzezna,POL,31.0,ABD,2.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,25.0,HPU,4.0,189.0,2013,Emilia Fahlin,SWE,24.0,SLU,4.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,25.0,MIC,2.0,16.0,2013,Jutatip Maneephan,THA,24.0,XYZ,1.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,24.0,FUT,2.0,0.0,2013,Sandrine Bideau,FRA,23.0,FUT,1.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,37.0,FCL,2.0,100.0,2013,Julia Martisova,RUS,36.0,BPK,4.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,24.0,XYZ,2.0,50.0,2013,Polona Batagelj,SLO,23.0,DPZ,4.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,21.0,FLF,2.0,100.0,2013,Susanna Zorzi,ITA,20.0,MCG,1.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,22.0,DLT,2.0,200.0,2013,Kim de Baat,NED,21.0,WIM,1.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,23.0,MCG,1.0,625.0,2013,Valentina Scandolara,ITA,22.0,MIC,4.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,25.0,RVL,1.0,757.0,2013,Oxana Kozonchuk,RUS,24.0,BPK,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,26.0,RBW,1.0,650.0,2013,Roxane Knetemann,NED,25.0,RBW,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,28.0,XYZ,1.0,235.0,2013,Anastasiya Chulkova,RUS,27.0,XYZ,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,37.0,XYZ,1.0,0.0,2013,Cathrine Grage,DEN,36.0,XYZ,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,38.0,XYZ,1.0,270.0,2013,Eivgenia Vysotska,UKR,37.0,PCW,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,37.0,HPU,1.0,184.0,2013,Cecilie Gotaas Johnsen,NOR,36.0,XYZ,1.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,31.0,BPD,1.0,20.0,2013,Joanne Hogan,AUS,30.0,BPD,1.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,32.0,XYZ,1.0,0.0,2013,Flavia Oliveira,USA,31.0,FCL,1.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,24.0,LBL,6.0,152.0,2013,Carlee Taylor,AUS,23.0,FUT,1.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,25.0,TPW,1.0,0.0,2013,Irina Molicheva,RUS,24.0,RUS,1.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,24.0,XYZ,1.0,100.0,2013,Martina Zwick,GER,23.0,NXX,2.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,34.0,XYZ,1.0,0.0,2013,Petra Dijkman,NED,33.0,KLT,1.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,23.0,LBL,1.0,517.0,2013,Jolien D'hoore,BEL,22.0,VLL,1.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,38.0,XYZ,1.0,0.0,2013,Pia Sundstedt,FIN,37.0,XYZ,2.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,20.0,RBW,2.0,310.0,2013,Thalita de Jong,NED,19.0,RBW,2.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,30.0,VLL,1.0,0.0,2013,Else Belmans,BEL,29.0,VLL,1.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,21.0,XYZ,1.0,0.0,2013,Coralie Demay,FRA,20.0,BRE,1.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,26.0,XYZ,1.0,200.0,2013,Martina Sablikova,CZE,25.0,XYZ,1.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,34.0,TIB,1.0,45.0,2013,Joanne Kiesanowski,NZL,33.0,TIB,1.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,25.0,XYZ,2.0,0.0,2013,Rasa Leleivyte,LTU,24.0,VAI,14.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,24.0,XYZ,1.0,100.0,2013,Lotta Henttala (Lepistö),FIN,23.0,XYZ,1.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,23.0,OPW,1.0,60.0,2013,Denise Ramsden,CAN,22.0,OPK,2.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,27.0,GPC,1.0,0.0,2013,Xin Liu,CHN,26.0,GPC,1.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,32.0,XYZ,1.0,0.0,2013,Angie Gonzales Garcia,VEN,31.0,XYZ,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,29.0,XYZ,1.0,0.0,2013,Pascale Schnider,SUI,28.0,EXG,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,22.0,LBL,1.0,0.0,2013,Marion Rousse,FRA,21.0,FUT,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,28.0,GEW,1.0,0.0,2013,Jessie Maclean,AUS,27.0,GEW,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,27.0,WHT,1.0,0.0,2013,Mayuko Hagiwara,JPN,26.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,29.0,RVL,1.0,0.0,2013,Yulia Blindyuk,RUS,28.0,FHT,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,20.0,FLF,1.0,26.0,2013,Maria Confalonieri,ITA,19.0,FHT,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,40.0,NOW,1.0,0.0,2013,Olivia Dillon,IRL,39.0,NOW,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,28.0,XYZ,1.0,12.0,2013,Hildegunn Hovdenak,NOR,27.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,27.0,SKI,1.0,0.0,2013,Marlen Jöhrend,GER,26.0,NXX,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,23.0,XYZ,1.0,100.0,2013,Reum Na Ah,KOR,22.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,44.0,XYZ,1.0,0.0,2013,Anne Palm,FIN,43.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,26.0,FCL,1.0,0.0,2013,Vilija Sereikaite,LTU,25.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,24.0,XYZ,1.0,0.0,2013,Reta Trotman,NZL,23.0,XYZ,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,40.0,XYZ,1.0,0.0,2013,Thrude Natholmen,NOR,39.0,XYZ,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,24.0,FUT,2.0,20.0,2013,Amelie Rivat,FRA,23.0,FUT,1.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,33.0,XYZ,1.0,0.0,2013,Martina Ruzickova,CZE,32.0,MIC,1.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,49.0,XYZ,1.0,0.0,2013,Laura Van Gilder,USA,48.0,XYZ,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,31.0,XYZ,1.0,0.0,2013,Joanna Van de Winkel,RSA,30.0,LBL,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,24.0,GKS,1.0,970.0,2013,Katarzyna Pawlowska,POL,23.0,XYZ,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,40.0,TPW,1.0,415.0,2013,Svetlana Stolbova,RUS,39.0,RUS,10.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,34.0,DLT,1.0,0.0,2013,Marieke van Wanroij,NED,33.0,LNL,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,23.0,SLU,1.0,78.0,2013,Katie Colclough,GBR,22.0,SLU,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,21.0,LKT,1.0,30.0,2013,Alexia Muffat,FRA,20.0,BCF,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,33.0,EXG,2.0,0.0,2013,Andrea Dvorak,USA,32.0,EXG,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,32.0,XYZ,1.0,0.0,2013,Miranda Griffiths,AUS,31.0,XYZ,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,28.0,XYZ,1.0,50.0,2013,Lenore Pipes,GUM,27.0,XYZ,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,41.0,XYZ,1.0,0.0,2013,Jutta Stienen,SUI,40.0,XYZ,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,31.0,BPK,1.0,28.0,2013,Silvia Valsecchi,ITA,30.0,BPK,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,35.0,VAI,1.0,18.0,2013,Alessandra D'Ettorre,ITA,34.0,DPZ,2.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,33.0,XYZ,1.0,0.0,2013,Veronique Labonte,CAN,32.0,EPI,2.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,24.0,MCG,1.0,40.0,2013,Valentina Carretta,ITA,23.0,MCG,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,21.0,TIB,1.0,37.0,2013,Jasmin Duehring,CAN,20.0,XYZ,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,23.0,XYZ,1.0,0.0,2013,Marina Likhanov,RUS,22.0,XYZ,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,35.0,XYZ,1.0,0.0,2013,Esther Olthuis,NED,34.0,DPD,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,26.0,BCF,1.0,0.0,2013,Alexandra Tondeur,BEL,25.0,BCF,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,23.0,VAI,1.0,80.0,2013,Barbara Guarischi,ITA,22.0,TOG,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,22.0,VDK,1.0,0.0,2013,Kate Chilcott,NZL,21.0,VDK,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,30.0,XYZ,1.0,0.0,2013,Madeleine Sandig,GER,29.0,XYZ,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,22.0,XYZ,1.0,90.0,2013,Roxane Fournier,FRA,21.0,BIG,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,24.0,DLT,1.0,0.0,2013,Emma Trott,GBR,23.0,DLT,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,55.0,XYZ,1.0,0.0,2013,Jeannie Longo,FRA,54.0,XYZ,4.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,26.0,XYZ,1.0,0.0,2013,Melanie Bravard,FRA,25.0,GSD,2.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,21.0,TPO,1.0,0.0,2013,Sarah-Lena Hofmann,GER,20.0,XYZ,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,29.0,PRM,1.0,0.0,2013,Joanie Caron,CAN,28.0,XYZ,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,28.0,XYZ,1.0,0.0,2013,Eva Lechner,ITA,27.0,XYZ,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,27.0,XYZ,1.0,0.0,2013,Olena Sharga,UKR,26.0,XYZ,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,24.0,FCL,1.0,350.0,2013,Tetyana Riabchenko,UKR,23.0,FCL,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,34.0,XYZ,1.0,0.0,2013,Jessica Glasbergen,NED,33.0,SRA,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
